,Ano,Marca,Modelo,Usado/Novo,Preço,Classificação do Consumidor,Avaliações do consumidor,Tipo de vendedor,Nome do Vendedor,Avaliação do vendendor,Comentarios do vendedor,Rua do Vendedor,Estado,CEP,Qualidade do Negocio,Conforto,Desing do Interior,Desempenho,Preço Avaliado pelos consumidores,Desing Exterior,Confiabilidade,Cor do Exterior,Cor do Interior,Drivetrain,MinMPG,MaxMPG,Tipo de Combustivel,Transmissão,Motor,VIN,Stock#,Milhagem
6384,2021,Porsche,Taycan Base,Usado,99999,5.0,2,Distribuidor,Porsche Marin,4.3,6,900 Redwood Hwy Mill Valley,CA,94941,Razoável,5.0,5.0,5.0,5.0,5.0,5.0,Carrara White Metallic,Bordeaux Red,Rear-wheel Drive,76,84,Electric,2-Speed Automatic,Electric,WP0AA2Y10MSA14892,PMSA14892,14423
6385,2014,Mercedes-Benz,E-Class E 350,Usado,21348,4.8,176,Distribuidor,AutoNation Chrysler Dodge Jeep Ram Roseville,4.5,907,200 Automall Dr Roseville,CA,95661,Bom,4.9,4.8,4.8,4.6,4.9,4.8,Palladium Silver Metallic,–,Rear-wheel Drive,21,30,Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,WDDHF5KB8EA835526,EA835526,81958
6386,2015,Jeep,Grand Cherokee SRT,Usado,51998,4.8,296,Distribuidor,CarMax South Broadway - Now offering Curbside Pickup and Home Delivery,3.4,35,5850 S Broadway Littleton,CO,80121,Razoável,4.9,4.8,4.8,4.6,4.9,4.7,Black,Red,Four-wheel Drive,13,19,Gasoline,8-Speed Automatic,6.4L V8 16V MPFI OHV,1C4RJFDJ3FC683572,20622102,31951
6387,2018,Cadillac,XT5 Luxury,Novo,34990,4.8,131,Distribuidor,Corwin Motors Kalispell,4.7,141,2565 Hwy 93 North Kalispell,MT,59901,Bom,4.8,4.8,4.7,4.6,4.9,4.8,Radiant Silver Metallic,Jet Black,All-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNDRS5JZ234129,4234129,50514
6388,2015,Volvo,S60 T5 Premier,Usado,21918,4.7,51,Distribuidor,Bellingham Ford Lincoln,4.3,675,1820 James Street Bellingham,WA,98225,Bom,4.8,4.7,4.7,4.6,4.7,4.8,Seashell Metallic,Soft Beige,All-wheel Drive,20,29,Gasoline,6-Speed Automatic,2.5L I5 20V MPFI DOHC Turbo,YV1612TK7F2361751,02535,21618
6389,2020,Kia,Sportage LX,Usado,23999,4.8,174,Distribuidor,Liberty Mitsubishi,4.0,4,600 Cambell St Rapid City,SD,57701,Bom,4.8,4.8,4.8,4.8,4.8,4.9,Pacific Blue,Black,All-wheel Drive,22,26,Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,KNDPMCAC2L7639909,22CL006B,86334
6390,2019,Subaru,Ascent Limited 8-Passenger,Usado,30000,4.5,178,Distribuidor,Five Star Subaru of Grapevine,4.9,2192,2651 William D Tate Ave Grapevine,TX,76051,Ótimo,4.7,4.6,4.6,4.4,4.6,4.5,Crystal Black Silica,Ivory,All-wheel Drive,20,26,Gasoline,Automatic CVT,2.4L H4 16V GDI DOHC Turbo,4S4WMALD4K3429898,N3440272A,64602
6391,2022,Toyota,Corolla LE,Usado,28086,5.0,2,Distribuidor,Toyota of Dallas,4.3,1363,2610 Forest Lane Dallas,TX,75234,Bom,5.0,5.0,5.0,5.0,5.0,5.0,Classic Silver Metallic,Light Gray,Front-wheel Drive,30,38,Gasoline,Automatic CVT,1.8L I4 16V MPFI DOHC,5YFEPMAE8NP299964,NP299964,17877
6392,2020,Mercedes-Benz,GLC 300 Base,Usado,43451,4.8,35,Distribuidor,Hendrick Volkswagen Frisco,4.7,205,5010 State Hwy 121 Frisco,TX,75034,Bom,4.9,4.9,4.7,4.7,4.9,4.7,Black,Black,Rear-wheel Drive,22,29,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8DB5LF861075,P03785A,34768
6393,2020,Toyota,4Runner TRD Pro,Usado,57487,4.8,84,Distribuidor,Crest Nissan,4.6,1019,6600 State Hwy 121 Frisco,TX,75034,Bom,4.8,4.7,4.7,4.6,4.8,4.9,Midnight Black Metallic,Black / Graphite,Four-wheel Drive,16,19,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEBU5JR0L5773125,PL5773125,36123
6394,2019,Land,Rover Range Rover Velar P250 S,Usado,45979,3.5,15,Distribuidor,Audi Plano,4.8,2692,5930 W Plano Pkwy Plano,TX,75093,Ótimo,3.7,4.2,3.3,3.0,4.5,2.9,Fuji White,Ebony / Ebony,Four-wheel Drive,21,27,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,SALYB2EX7KA211829,KA211829,45607
6395,2018,Toyota,4Runner Limited,Usado,40991,4.8,253,Distribuidor,Sewell Subaru,4.2,61,7800 Lemmon Ave. Dallas,TX,75209,Bom,4.8,4.7,4.7,4.7,4.9,4.9,Midnight Black Metallic,Redwood,Rear-wheel Drive,17,21,Gasoline,5-Speed Automatic,4.0L V6 24V MPFI DOHC,JTEZU5JR4J5181271,5144169A,62457
6396,2012,Acura,TSX 2.4,Usado,17799,4.7,50,Distribuidor,Wells Auto Group,3.5,52,800 N Central Expy McKinney,TX,75070,Razoável,4.8,4.6,4.6,4.5,4.8,4.9,Bellanova White Pearl,Parchment,Front-wheel Drive,22,30,Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,JH4CW2H53CC004794,CC004794,83355
6397,2021,Kia,Forte LXS,Usado,21881,4.8,46,Distribuidor,Randall Reed's Planet Ford 635,4.6,516,3601 S Shiloh Rd Garland,TX,75041,Ótimo,4.8,4.9,4.8,4.8,4.9,4.8,Aurora Black Pearl,Black,Front-wheel Drive,29,40,Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF24AD5ME332896,N0955A1,26116
6398,2020,Mercedes-Benz,GLC 300 Base 4MATIC,Novo,46998,4.8,35,Distribuidor,Husker Auto Group,3.6,21,6701 Telluride Dr Lincoln,NE,68521,Ótimo,4.9,4.9,4.7,4.7,4.9,4.7,Black,Silk Beige / Black,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB2LF788195,H7515,12143
6399,2015,Cadillac,SRX Luxury Collection,Usado,17672,4.8,109,Distribuidor,Greenville Chrysler,4.4,1721,5401 Interstate 30 Greenville,TX,75402,Razoável,4.8,4.8,4.8,4.6,4.8,4.7,Platinum Ice Tri-Coat,Shale / Brownstone,Front-wheel Drive,17,24,Gasoline,6-Speed Automatic,3.6L V6 24V GDI DOHC,3GYFNBE30FS526232,TFS526232,131803
6400,2015,Ford,F-150 Platinum,Usado,37630,4.7,357,Distribuidor,Team Chevrolet,4.6,45,2250 E. MAIN STREET Alice,TX,78332,Razoável,4.8,4.7,4.8,4.5,4.8,4.7,Magnetic Metallic,Medium Earth Gray,Four-wheel Drive,15,21,Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FTEW1EG9FFA54662,C2035D,89624
6401,2021,Mercedes-Benz,GLE 350 Base 4MATIC,Novo,57895,4.8,17,Distribuidor,Mercedes-Benz Of Omaha,4.7,365,14335 Hillsdale Ave Omaha,NE,68137,Ótimo,4.9,4.8,4.6,4.6,4.8,4.9,Black,Black,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB7MA513350,P4043,8619
6402,2021,BMW,X3 sDrive30i,Usado,45041,4.7,29,Distribuidor,Bert Ogden BMW,4.5,85,3201 N 10th St McAllen,TX,78501,Ótimo,4.8,4.7,4.8,4.5,4.8,4.6,Dark Graphite,Oyster,Rear-wheel Drive,25,29,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXTY3C00M9E40046,XBP1476B,22575
6403,2019,Ford,Escape Titanium,Usado,29000,4.7,264,Distribuidor,Zeck Ford,4.9,12912,4501 South 4th Trafficway Leavenworth,KS,66048,Bom,4.8,4.7,4.7,4.6,4.7,4.7,Ingot Silver Metallic,Charcoal Black,Four-wheel Drive,21,27,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,1FMCU9J93KUA92568,F34057,45499
6404,2012,Nissan,Murano SL,Usado,15753,4.7,89,Distribuidor,Wood Nissan of Kansas City,4.7,114,1025 Southeast Oldham Parkway Lee's Summit,MO,64081,Razoável,4.7,4.7,4.7,4.5,4.7,4.6,Glacier Pearl,Beige,Front-wheel Drive,18,24,Gasoline,Automatic CVT,3.5L V6 24V MPFI DOHC,JN8AZ1MU7CW121305,LNA1361,96059
6405,2021,Nissan,Rogue SL,Usado,36299,4.7,94,Distribuidor,Big Star Chrysler Jeep Dodge Ram Fiat Clear Lake,3.2,554,15711 Gulf Fwy Webster,TX,77598,Bom,4.9,4.8,4.6,4.6,4.9,4.6,Boulder Gray,Charcoal,Front-wheel Drive,26,34,Gasoline,Automatic CVT,2.5L I4 16V GDI DOHC,5N1AT3CA8MC796997,796997CP,15572
6406,2019,Mercedes-Benz,C-Class C 300 4MATIC,Usado,34333,4.8,40,Distribuidor,Feldmann Imports,4.8,630,4901 American Blvd W Bloomington,MN,55437,Bom,4.8,4.8,4.8,4.5,4.8,4.7,Black,Silk Beige,All-wheel Drive,22,33,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,55SWF8EB9KU283759,B2652A,45302
6407,2020,GMC,Sierra 1500 Denali,Usado,60120,4.8,66,Distribuidor,Coon Rapids Chrysler Dodge Jeep RAM,4.8,1410,10541 Woodcrest Dr NW Minneapolis,MN,55433,Bom,4.9,4.8,4.8,4.7,4.9,4.7,Gray,Jet Black,Four-wheel Drive,16,22,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GTU9FEL7LZ122688,TR6764,38764
6408,2019,Lincoln,Navigator Select,Usado,60962,4.8,10,Distribuidor,Heller Ford,4.8,708,700 W Main St El Paso,IL,61738,Ótimo,4.7,4.8,5.0,4.7,4.9,4.9,Blue Diamond,Cappuccino,Four-wheel Drive,16,21,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,5LMJJ2JT7KEL01496,2200509A,31400
6409,2020,INFINITI,QX60 Luxe,Usado,37750,4.8,39,Distribuidor,Honda of Lisle,4.8,4074,4475 Lincoln Ave Lisle,IL,60532,Ótimo,4.9,4.7,4.7,4.6,4.8,4.9,Mocha Almond,Graphite,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM3LC500786,HP2561,38984
6410,2020,Mercedes-Benz,GLE 350 Base 4MATIC,Novo,57500,4.3,75,Distribuidor,Mercedes-Benz of Westmont,4.6,802,200 E Ogden Ave Westmont,IL,60559,Razoável,4.6,4.6,4.0,3.9,4.6,4.1,Black,–,All-wheel Drive,19,26,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,4JGFB4KB6LA233854,LA233854,22238
6411,2020,Mercedes-Benz,GLC 300 Base 4MATIC,Novo,44977,4.8,35,Distribuidor,Mercedes-Benz of Westmont,4.6,802,200 E Ogden Ave Westmont,IL,60559,Bom,4.9,4.9,4.7,4.7,4.9,4.7,Polar White,–,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WDC0G8EB1LF752323,LF752323,18959
6412,2019,INFINITI,QX60 Luxe,Usado,33994,4.6,56,Distribuidor,Roesch Ford,4.6,498,333 W Grand Ave Bensenville,IL,60106,Ótimo,4.8,4.6,4.5,4.5,4.7,4.6,Black Obsidian,Graphite,All-wheel Drive,19,26,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,5N1DL0MM0KC512828,P3470A,39038
6413,2020,Mercedes-Benz,GLC 300 Base 4MATIC,Usado,43998,4.8,35,Distribuidor,Ed Napleton Acura Kia,4.1,571,745 W Lake St Elmhurst,IL,60126,Bom,4.9,4.9,4.7,4.7,4.9,4.7,Graphite Gray Metallic,Magma Gray,All-wheel Drive,21,28,Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1N0G8EB2LF770229,PKC12786,13190
6414,2017,Nissan,Rogue SV,Usado,21644,4.7,547,Distribuidor,Morrie's West Bend Honda,3.2,25,3215 W Washington Street West Bend,WI,53095,Ótimo,4.7,4.7,4.6,4.7,4.8,4.7,Palatial Ruby,Charcoal,Front-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,5N1AT2MT0HC802307,WU10255,16029
6415,2019,Lexus,NX 300 Base,Usado,40995,4.7,75,Distribuidor,Fields Lexus Glenview,4.8,2526,2000 N Waukegan Rd Glenview,IL,60025,Razoável,4.8,4.7,4.6,4.5,4.8,4.7,Eminent White Pearl,Black,All-wheel Drive,22,28,Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJBARBZ3K2181654,PV1156,35432
6416,2018,Cadillac,XT5 Luxury,Usado,34260,4.8,131,Distribuidor,Zeigler Cadillac of Lincolnwood,4.1,134,7373 N Cicero Ave Lincolnwood,IL,60712,Ótimo,4.8,4.8,4.7,4.6,4.9,4.8,Radiant Silver Metallic,Jet Black,Front-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GYKNCRS8JZ184840,RTT2235,17828
6417,2014,BMW,X3 xDrive28i,Usado,16698,4.7,69,Distribuidor,Fox Ford of Chicago,4.8,1661,2501 N Elston Ave Chicago,IL,60647,Bom,4.7,4.6,4.8,4.4,4.7,4.7,Alpine White,Black,All-wheel Drive,21,28,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,5UXWX9C56E0D42353,22T334A,97382
6418,2018,Lexus,GX 460 Base,Usado,45923,4.6,36,Distribuidor,McGrath Lexus Chicago,4.8,1195,1250 W Division St Chicago,IL,60642,Razoável,4.8,4.5,4.5,4.5,4.6,4.9,Starfire Pearl,Ecru,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX2J5201636,U3721,50786
6419,2018,Lexus,GX 460 Base,Usado,43998,4.6,36,Distribuidor,McGrath Lexus Chicago,4.8,1195,1250 W Division St Chicago,IL,60642,Bom,4.8,4.5,4.5,4.5,4.6,4.9,Starfire Pearl,Caramel,Four-wheel Drive,15,18,Gasoline,6-Speed Automatic,4.6L V8 32V MPFI DOHC,JTJBM7FX8J5193431,N623A,53191
6420,2019,Jeep,Grand Cherokee Limited,Usado,38555,4.8,224,Distribuidor,Castle Chrysler Dodge Jeep Ram,4.9,40,701 East Porter AVE Chesterton,IN,46304,Ótimo,4.9,4.9,4.8,4.6,4.9,4.8,Diamond Black,Black,Four-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.6L V6 24V MPFI DOHC,1C4RJFBG3KC787416,A10250,13969
6421,2021,Hyundai,Sonata SE,Usado,25599,4.8,46,Distribuidor,EchoPark Automotive Huntsville Delivery Center,5.0,4,ONLINE ONLY Huntsville,AL,35806,Ótimo,4.8,4.8,4.7,4.8,4.9,4.8,Stormy Sea,Black,Front-wheel Drive,28,38,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,5NPEG4JA3MH130007,PMH130007,10228
6422,2016,Mazda,CX-5 Grand Touring,Usado,21715,4.7,308,Distribuidor,Nelson Mazda Murfreesboro,4.7,1291,1214 Fortress Blvd. Murfreesboro,TN,37128,Ótimo,4.6,4.6,4.7,4.7,4.8,4.7,Crystal White Pearl,Black,Front-wheel Drive,26,33,Gasoline,6-Speed Automatic,2.5L I4 16V GDI DOHC,JM3KE2DY1G0839632,20521X,65091
6423,2019,BMW,440 Gran Coupe i xDrive,Usado,41990,4.8,10,Distribuidor,Bentley Indianapolis,4.8,505,9450 N Aronson Rd. Indianapolis,IN,46240,Razoável,4.9,4.8,5.0,4.4,5.0,4.9,Mineral Gray Metallic,Golden Brown,All-wheel Drive,21,31,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA4J7C57KBM76197,M76197,23911
6424,2018,Lexus,RX 350,Usado,43000,4.8,90,Distribuidor,Lexus of Louisville,4.8,735,2400 Blankenbaker Pkwy Louisville,KY,40299,Bom,4.8,4.9,4.8,4.6,4.8,4.8,Nebula Gray Pearl,Gray,All-wheel Drive,19,26,Gasoline,8-Speed Automatic,3.5L V6 24V GDI DOHC,2T2BZMCA8JC152850,C250635A,38315
6425,2020,BMW,X7 xDrive40i,Novo,69329,4.9,22,Distribuidor,BMW of Fort Wayne/MINI of Fort Wayne,4.9,361,715 Grand National Drive Fort Wayne,IN,46804,Bom,5.0,5.0,5.0,4.7,4.9,4.9,Arctic Gray Metallic,Coffee,All-wheel Drive,20,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXCW2C00L9B61226,13X12691,44543
6426,2021,RAM,1500 Laramie,Usado,53225,4.8,92,Distribuidor,Bob Allen Motor Mall,4.8,574,725 Maple Ave Danville,KY,40422,Bom,4.9,4.9,4.8,4.6,4.9,4.8,Granite Crystal Clearcoat Metallic,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT2MN514412,C22462A,13532
6427,2017,BMW,X6 sDrive35i,Usado,40997,4.8,20,Distribuidor,Global Imports BMW,4.6,797,550 Interstate N Pkwy Atlanta,GA,30339,Razoável,5.0,5.0,4.8,4.4,4.9,4.7,Jet Black,Black,Rear-wheel Drive,18,25,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKU0C38H0F99861,TH0F99861,59721
6428,2020,RAM,1500 Laramie,Novo,47190,4.8,201,Distribuidor,Yark Chrysler Dodge Jeep Ram,4.7,2717,6019 W Central Ave Toledo,OH,43615,Bom,4.9,4.9,4.8,4.6,4.8,4.7,Delmonico Red Pearlcoat,Black,Four-wheel Drive,19,24,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6SRFJT2LN178937,D220592A,18245
6429,2019,Volkswagen,Atlas 3.6L SE w/Technology,Usado,37858,4.5,132,Distribuidor,Perrysburg Automall,4.7,467,26875 N Dixie Hwy Perrysburg,OH,43551,Bom,4.7,4.6,4.3,4.5,4.7,4.4,Platinum Gray Metallic,Titan Black,All-wheel Drive,17,23,Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1V2UR2CA5KC513865,V22-800A,24062
6430,2018,BMW,X2 sDrive28i,Usado,28989,4.7,42,Distribuidor,EchoPark Automotive Atlanta (Duluth),4.9,297,3296 Commerce Ave Duluth,GA,30096,Bom,4.6,4.7,4.7,4.5,4.9,4.5,Alpine White,Black,Front-wheel Drive,23,32,Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBXYJ3C32JEJ82783,PJEJ82783,36409
6431,2017,Hyundai,Elantra SE,Usado,12995,4.7,635,Distribuidor,Clintonville Motors,4.2,8,3613 Indianola Ave Columbus,OH,43214,Ótimo,4.7,4.7,4.6,4.7,4.8,4.8,Galactic Gray,Gray,Front-wheel Drive,29,38,Gasoline,6-Speed Automatic,2.0L I4 16V GDI DOHC,KMHD74LF9HU123655,10848,38588
6432,2015,MINI,Hardtop Cooper,Usado,18213,4.8,37,Distribuidor,John Hinderer Honda,4.7,5282,1515 Hebron Rd Heath,OH,43056,Bom,4.5,4.8,4.9,4.6,4.9,4.9,Midnight Black Metallic,Carbon Black,Front-wheel Drive,29,40,Gasoline,6-Speed Manual,1.5L I3 12V GDI DOHC Turbo,WMWXS5C55FT837182,E2691,39023
6433,2019,Ford,Mustang GT Premium,Novo,46853,4.7,154,Distribuidor,Donley Ford - Mount Vernon,4.8,640,1455 Coshocton Rd Mt Vernon,OH,43050,Bom,4.6,4.7,4.9,4.6,4.9,4.7,Magnetic,Ebony,Rear-wheel Drive,15,24,Gasoline,10-Speed Automatic,5.0L V8 32V PDI DOHC,1FA6P8CF3K5194328,MBP306,17800
6434,2019,Subaru,Outback 2.5i,Usado,29991,4.7,262,Distribuidor,Ken Ganley Ford West,4.6,1339,16100 Lorain Ave Cleveland,OH,44111,Bom,4.8,4.7,4.7,4.7,4.7,4.7,Crimson Red Pearl,Ivy,All-wheel Drive,25,32,Gasoline,Automatic CVT,2.5L H4 16V MPFI DOHC,4S4BSABC9K3360686,21750P,20155
6435,2020,RAM,1500 Laramie,Usado,38000,4.8,201,Distribuidor,Gastonia Chrysler Dodge Jeep Ram,4.9,3614,2339 E Franklin Blvd Gastonia,NC,28054,Bom,4.9,4.9,4.8,4.6,4.8,4.7,Diamond Black,Black,Rear-wheel Drive,20,25,Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RREDT2LN306128,FP06128,62449
6436,2019,Jeep,Cherokee Limited,Usado,27728,4.6,568,Distribuidor,Jerry Ulm Dodge Chrysler RAM,4.7,5084,2966 N Dale Mabry Hwy Tampa,FL,33607,Ótimo,4.8,4.7,4.5,4.5,4.7,4.6,Bright White Clearcoat,Black,Front-wheel Drive,22,31,Gasoline,9-Speed Automatic,3.2L V6 24V MPFI DOHC,1C4PJLDX8KD265359,W239836A,24823
6437,2020,Nissan,Rogue Sport S,Usado,22987,4.7,67,Distribuidor,Parks Ford of Wesley Chapel,4.8,2743,28739 State Road 54 Wesley Chapel,FL,33543,Bom,4.7,4.7,4.6,4.8,4.8,4.8,Glacier White,Charcoal,Front-wheel Drive,25,32,Gasoline,Automatic CVT,2.0L I4 16V GDI DOHC,JN1BJ1CV7LW273363,L411709E,23521
6438,2020,Toyota,RAV4 XLE,Usado,33998,4.7,166,Distribuidor,CarMax Lakeland - Now offering Curbside Pickup & Home Delivery,5.0,1,3223 N US Highway 98 Lakeland,FL,33805,Bom,4.8,4.8,4.7,4.6,4.8,4.8,Gray,Black,Front-wheel Drive,28,35,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,2T3W1RFV8LC068742,22678667,13985
6439,2021,GMC,Sierra 1500 Denali,Usado,62499,4.2,43,Distribuidor,Kelley Buick GMC of Bartow,4.7,446,255 W Van Fleet Dr Bartow,FL,33830,Ótimo,4.4,4.3,4.1,3.9,4.4,3.9,White Frost Tri-Coat,Walnut,Four-wheel Drive,16,22,Diesel,10-Speed Automatic,3.0L I6 24V DDI DOHC Turbo Diesel,3GTU9FET0MG263944,22488A,22336
6440,2018,Ford,F-150 Lariat,Novo,45500,4.8,817,Distribuidor,Mullinax Ford of Central Florida,4.7,1619,1551 East Semoran Blvd Apopka,FL,32703,Bom,4.9,4.8,4.8,4.6,4.8,4.7,Shadow Black,Black,Four-wheel Drive,19,24,Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FTEW1EG6JFD65913,D65913F,54680
6441,2019,Tesla,Model 3 Long Range,Usado,57200,4.9,33,Distribuidor,Orlando INFINITI,4.8,816,4237 Millenia Blvd Orlando,FL,32839,Bom,4.9,4.9,5.0,4.8,4.9,5.0,Black,Black,All-wheel Drive,120,112,Electric,1-Speed Automatic,Electric,5YJ3E1EB0KF414723,P414723,42960
6442,2021,Ford,Ranger XLT,Usado,38919,4.8,28,Distribuidor,West Herr Ford of Rochester,4.7,145,4545 Ridge Rd W Rochester,NY,14626,Bom,4.8,4.7,4.9,4.8,4.9,4.7,Shadow Black Metallic,Ebony,Four-wheel Drive,20,24,Gasoline,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo,1FTER4FH6MLD63665,FR22P265,19069
6443,2018,BMW,X5 xDrive35i,Usado,39997,4.8,66,Distribuidor,Fred's Executive Auto,4.6,403,14538 Richmond Hwy Woodbridge,VA,22191,Bom,4.8,4.9,4.9,4.5,4.9,4.8,Black,Black,All-wheel Drive,18,24,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,5UXKR0C59JL075817,075817,40000
6444,2020,BMW,M340 i xDrive,Usado,53990,4.9,29,Distribuidor,Jaguar Land Rover Bethesda,4.6,675,11617 Old Georgetown Rd North Bethesda,MD,20852,Bom,4.8,4.8,5.0,4.7,4.9,4.9,Mineral Gray Metallic,–,All-wheel Drive,22,30,Gasoline,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo,WBA5U9C03LFH14541,LFH14541,23397
6445,2019,Buick,Encore Preferred,Usado,21977,4.7,182,Distribuidor,Fitzgerald Buick GMC Rockville,4.5,112,5501 Nicholson Ln Rockville,MD,20852,Ótimo,4.7,4.6,4.6,4.6,4.8,4.7,Winterberry Red Metallic,Shale,Front-wheel Drive,25,30,Gasoline,6-Speed Automatic,1.4L I4 16V MPFI DOHC Turbo,KL4CJASBXKB837970,CB37970,13631
6446,2015,Jeep,Grand Cherokee Limited,Usado,25950,4.8,296,Distribuidor,Easterns Automotive Group of Temple Hills- Curbside and Home Delivery Available,4.9,5047,4809 St Barnabas Rd Temple Hills,MD,20748,Ótimo,4.9,4.8,4.8,4.6,4.9,4.7,Maximum Steel Metallic,Black,Four-wheel Drive,17,24,Diesel,8-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel,1C4RJFBM1FC229849,140909,65408
6447,2019,Subaru,Forester Touring,Usado,29799,4.7,279,Distribuidor,Heritage Subaru Catonsville,4.8,1148,6624 Baltimore National Pike Catonsville,MD,21228,Bom,4.8,4.7,4.6,4.7,4.7,4.8,Crystal White Pearl,Black,All-wheel Drive,26,33,Gasoline,Automatic CVT,2.5L H4 16V GDI DOHC,JF2SKAWC8KH458255,5SU58255,65105
6448,2019,Honda,CR-V LX,Usado,27715,4.8,540,Distribuidor,Heritage Honda,4.8,2586,9213 Harford Rd. Parkville,MD,21234,Bom,4.8,4.8,4.7,4.7,4.8,4.8,Obsidian Blue Pearl,Gray,All-wheel Drive,25,31,Gasoline,Automatic CVT,2.4L I4 16V GDI DOHC,2HKRW6H39KH221710,KU221710,37012
6449,2019,Lexus,RX 350 Base,Usado,38995,4.8,102,Distribuidor,Lexus of Palm Beach,4.7,2321,5700 Okeechobee Blvd West Palm Beach,FL,33417,Bom,4.8,4.8,4.8,4.6,4.9,4.8,Eminent White Pearl,–,Front-wheel Drive,20,28,Gasoline,8-Speed Automatic,3.5L V6 24V PDI DOHC,2T2ZZMCA5KC132880,KC132880,42565
6450,2017,Toyota,RAV4 XLE,Usado,23996,4.8,591,Distribuidor,AutoNation Toyota Weston,4.7,2788,4050 Weston Rd Davie,FL,33331,Bom,4.8,4.7,4.7,4.7,4.8,4.9,Black Currant Metallic,–,Front-wheel Drive,23,30,Gasoline,6-Speed Automatic,2.5L I4 16V MPFI DOHC,2T3WFREV8HW389494,HW389494,42441
6451,2020,Nissan,Maxima 3.5 SR,Novo,36952,5.0,17,Distribuidor,AutoNation Nissan Pembroke Pines,4.6,845,8890 Pines Blvd Pembroke Pines,FL,33024,Bom,5.0,5.0,4.9,4.8,5.0,5.0,Black,–,Front-wheel Drive,20,30,Gasoline,Automatic CVT,3.5L V6 24V GDI DOHC,1N4AA6EV2LC373834,LC373834,16666
6452,2020,Toyota,Camry SE,Usado,28917,4.8,142,Distribuidor,Ambar Motors,3.4,70,4875 NW 77th Ave Doral,FL,33166,Bom,4.7,4.7,4.7,4.7,4.8,4.8,Predawn Gray Mica,–,Front-wheel Drive,28,39,Gasoline,8-Speed Automatic,2.5L I4 16V PDI DOHC,4T1G11AK9LU917111,20235,18491
6453,2019,Audi,A5 2.0T Premium,Usado,37900,4.8,14,Distribuidor,Audi North Miami,4.7,163,1995 NE 142nd St North Miami,FL,33181,Bom,4.9,4.9,4.8,4.8,4.9,4.8,Manhattan Gray Metallic,Black,All-wheel Drive,23,34,Gasoline,7-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WAUDNCF54KA014226,KA014226,35165
